class_id	parent_class_id	pref_name	class_level	protein_class_desc
363	1159.0	Nuclear hormone receptor subfamily 1 group I member 1	5	transcription factor  nuclear receptor  nr1  nr1i  nr1i1
364	1159.0	Nuclear hormone receptor subfamily 1 group I member 2	5	transcription factor  nuclear receptor  nr1  nr1i  nr1i2
365	1159.0	Nuclear hormone receptor subfamily 1 group I member 3	5	transcription factor  nuclear receptor  nr1  nr1i  nr1i3
366	1161.0	Nuclear hormone receptor subfamily 2 group B member 1	5	transcription factor  nuclear receptor  nr2  nr2b  nr2b1
367	1161.0	Nuclear hormone receptor subfamily 2 group B member 2	5	transcription factor  nuclear receptor  nr2  nr2b  nr2b2
368	1161.0	Nuclear hormone receptor subfamily 2 group B member 3	5	transcription factor  nuclear receptor  nr2  nr2b  nr2b3
369	1163.0	Nuclear hormone receptor subfamily 2 group E member 3	5	transcription factor  nuclear receptor  nr2  nr2e  nr2e3
370	1165.0	Nuclear hormone receptor subfamily 3 group A member 1	5	transcription factor  nuclear receptor  nr3  nr3a  nr3a1
371	1165.0	Nuclear hormone receptor subfamily 3 group A member 2	5	transcription factor  nuclear receptor  nr3  nr3a  nr3a2
372	1166.0	Nuclear hormone receptor subfamily 3 group B member 1	5	transcription factor  nuclear receptor  nr3  nr3b  nr3b1
373	1166.0	Nuclear hormone receptor subfamily 3 group B member 2	5	transcription factor  nuclear receptor  nr3  nr3b  nr3b2
374	1166.0	Nuclear hormone receptor subfamily 3 group B member 3	5	transcription factor  nuclear receptor  nr3  nr3b  nr3b3
375	1167.0	Nuclear hormone receptor subfamily 3 group C member 1	5	transcription factor  nuclear receptor  nr3  nr3c  nr3c1
376	1167.0	Nuclear hormone receptor subfamily 3 group C member 2	5	transcription factor  nuclear receptor  nr3  nr3c  nr3c2
377	1167.0	Nuclear hormone receptor subfamily 3 group C member 3	5	transcription factor  nuclear receptor  nr3  nr3c  nr3c3
378	1167.0	Nuclear hormone receptor subfamily 3 group C member 4	5	transcription factor  nuclear receptor  nr3  nr3c  nr3c4
379	1169.0	Nuclear hormone receptor subfamily 5 group A member 1	5	transcription factor  nuclear receptor  nr5  nr5a  nr5a1
380	1169.0	Nuclear hormone receptor subfamily 5 group A member 2	5	transcription factor  nuclear receptor  nr5  nr5a  nr5a2
382	1648.0	AGC protein kinase RSKp70	6	enzyme  kinase  protein kinase  agc  rsk  rskp70
383	1702.0	CAMK protein kinase LKB subfamily	6	enzyme  kinase  protein kinase  camk  camkl  lkb
384	1702.0	CAMK protein kinase QIK subfamily	6	enzyme  kinase  protein kinase  camk  camkl  qik
385	1690.0	CAMK protein kinase MSKb subfamily	6	enzyme  kinase  protein kinase  camk  rskb  mskb
386	1690.0	CAMK protein kinase RSKb subfamily	6	enzyme  kinase  protein kinase  camk  rskb  rskb
388	237.0	CMGC protein kinase TAIRE subfamily	6	enzyme  kinase  protein kinase  cmgc  cdk  taire
390	1669.0	CMGC protein kinase HIPK subfamily	6	enzyme  kinase  protein kinase  cmgc  dyrk  hipk
391	249.0	CMGC protein kinase ERK1	6	enzyme  kinase  protein kinase  cmgc  mapk  erk1
392	249.0	CMGC protein kinase ERK3	6	enzyme  kinase  protein kinase  cmgc  mapk  erk3
393	249.0	CMGC protein kinase ERK5	6	enzyme  kinase  protein kinase  cmgc  mapk  erk5
395	256.0	Other protein kinase Nek1	6	enzyme  kinase  protein kinase  other  nek  nek1
396	1629.0	Other protein kinase GCN2 subfamily	6	enzyme  kinase  protein kinase  other  pek  gcn2
397	257.0	Other protein kinase PLK2	6	enzyme  kinase  protein kinase  other  plk  plk2
398	259.0	Other protein kinase WEE1	6	enzyme  kinase  protein kinase  other  wee  wee1
400	262.0	STE protein kinase FRAY subfamily	6	enzyme  kinase  protein kinase  ste  ste20  fray
401	262.0	STE protein kinase PAKA subfamily	6	enzyme  kinase  protein kinase  ste  ste20  paka
402	262.0	STE protein kinase PAKB subfamily	6	enzyme  kinase  protein kinase  ste  ste20  pakb
403	1693.0	TKL protein kinase STKR1	6	enzyme  kinase  protein kinase  tkl  stkr  stkr1
404	1693.0	TKL protein kinase STKR Type 1 subfamily	6	enzyme  kinase  protein kinase  tkl  stkr  type1
405	1693.0	TKL protein kinase STKR Type 2 subfamily	6	enzyme  kinase  protein kinase  tkl  stkr  type2
406	1126.0	Nicotinic acetylcholine receptor beta subunit	4	ion channel  lgic  ach  chrn beta
407	1275.0	Parathyroid hormone receptor	5	membrane receptor  7tm2  peptide  parathyroid hormone receptor  parathyroid hormone receptor
409	1702.0	CAMK protein kinase AMPK subfamily	6	enzyme  kinase  protein kinase  camk  camkl  ampk
410	1702.0	CAMK protein kinase BRSK subfamily	6	enzyme  kinase  protein kinase  camk  camkl  brsk
411	1702.0	CAMK protein kinase CHK1 subfamily	6	enzyme  kinase  protein kinase  camk  camkl  chk1
412	1702.0	CAMK protein kinase MARK subfamily	6	enzyme  kinase  protein kinase  camk  camkl  mark
413	1702.0	CAMK protein kinase MELK subfamily	6	enzyme  kinase  protein kinase  camk  camkl  melk
414	1702.0	CAMK protein kinase NIM1 subfamily	6	enzyme  kinase  protein kinase  camk  camkl  nim1
415	1702.0	CAMK protein kinase NuaK subfamily	6	enzyme  kinase  protein kinase  camk  camkl  nuak
416	1702.0	CAMK protein kinase PASK subfamily	6	enzyme  kinase  protein kinase  camk  camkl  pask
417	256.0	Other protein kinase Nek11	6	enzyme  kinase  protein kinase  other  nek  nek11
419	261.0	STE protein kinase MEKK2	6	enzyme  kinase  protein kinase  ste  ste11  mekk2
420	262.0	STE protein kinase NinaC subfamily	6	enzyme  kinase  protein kinase  ste  ste20  ninac
421	1623.0	TKL protein kinase MLK subfamily	6	enzyme  kinase  protein kinase  tkl  mlk  mlk
422	1126.0	Nicotinic acetylcholine receptor alpha subunit	4	ion channel  lgic  ach  chrn alpha
423	1126.0	Nicotinic acetylcholine receptor delta subunit	4	ion channel  lgic  ach  chrn delta
424	1126.0	Nicotinic acetylcholine receptor gamma subunit	4	ion channel  lgic  ach  chrn gamma
428	1713.0	CAMK protein kinase MNK subfamily	6	enzyme  kinase  protein kinase  camk  mapkapk  mnk
429	237.0	CMGC protein kinase PCTAIRE	6	enzyme  kinase  protein kinase  cmgc  cdk  pctaire
430	237.0	CMGC protein kinase PFTAIRE	6	enzyme  kinase  protein kinase  cmgc  cdk  pftaire
431	237.0	CMGC protein kinase PITSLRE subfamily	6	enzyme  kinase  protein kinase  cmgc  cdk  pitslre
432	1701.0	Other protein kinase Meta subfamily	6	enzyme  kinase  protein kinase  other  camkk  meta
435	1251.0	Glucagon-like peptide receptor	5	membrane receptor  7tm2  peptide  glucagon-like  glucagon-like peptide receptor
437	1647.0	Atypical protein kinase RIO1 subfamily	6	enzyme  kinase  protein kinase  atypical  rio  rio1
438	1647.0	Atypical protein kinase RIO2 subfamily	6	enzyme  kinase  protein kinase  atypical  rio  rio2
439	1647.0	Atypical protein kinase RIO3 subfamily	6	enzyme  kinase  protein kinase  atypical  rio  rio3
440	158.0	Other protein kinase unique family	5	enzyme  kinase  protein kinase  other  other-unique
441	1678.0	TKL protein kinase TESK subfamily	6	enzyme  kinase  protein kinase  tkl  lisk  tesk
442	1126.0	Nicotinic acetylcholine receptor epsilon subunit	4	ion channel  lgic  ach  chrn epsilon
446	1259.0	Metabotropic glutamate receptor	5	membrane receptor  7tm3  smallmol  neurotransmitter  metabotropic glutamate receptor
449	1098.0	Hydrogen potassium ATPase	4	transporter  ntpase  p-type atpase  h k atpase
450	305.0	Atypical protein kinase FRAP subfamily	6	enzyme  kinase  protein kinase  atypical  pikk  frap
460	1253.0	MCH receptor	5	membrane receptor  7tm1  peptide  short peptide  mch receptor
465	1669.0	CMGC protein kinase Dyrk1 subfamily	6	enzyme  kinase  protein kinase  cmgc  dyrk  dyrk1
466	1669.0	CMGC protein kinase Dyrk2 subfamily	6	enzyme  kinase  protein kinase  cmgc  dyrk  dyrk2
468	1253.0	GnRH receptor	5	membrane receptor  7tm1  peptide  short peptide  gnrh receptor
471	1664.0	Atypical protein kinase ABC1-A subfamily	6	enzyme  kinase  protein kinase  atypical  abc1  abc1-a
472	1713.0	CAMK protein kinase MAPKAPK subfamily	6	enzyme  kinase  protein kinase  camk  mapkapk  mapkapk
479	1253.0	Opioid receptor	5	membrane receptor  7tm1  peptide  short peptide  opioid receptor
480	1253.0	Orexin receptor	5	membrane receptor  7tm1  peptide  short peptide  orexin receptor
483	1253.0	Galanin receptor	5	membrane receptor  7tm1  peptide  short peptide  galanin receptor
484	1253.0	Motilin receptor	5	membrane receptor  7tm1  peptide  short peptide  motilin receptor
486	1253.0	RF amide receptor	5	membrane receptor  7tm1  peptide  short peptide  rf amide receptor
487	1273.0	PAF receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  paf
490	206.0	AGC protein kinase PKC unclassified	6	enzyme  kinase  protein kinase  agc  pkc  pkc-unclassified
491	1277.0	Vasoactive intestinal peptide receptor	5	membrane receptor  7tm2  peptide  vasoactive intestinal peptide receptor  vasoactive intestinal peptide receptor
494	1098.0	Sodium potassium ATPase	4	transporter  ntpase  p-type atpase  na k atpase
496	1035.0	Protein-glutamine glutamyl-transferase	3	enzyme  aminoacyltransferase  protein-glutamine glutamyl-transferase
497	237.0	CMGC protein kinase unclassified CDK subfamily	6	enzyme  kinase  protein kinase  cmgc  cdk  cdk-unclassified
499	1253.0	Bradykinin receptor	5	membrane receptor  7tm1  peptide  short peptide  bradykinin receptor
500	1253.0	Endothelin receptor	5	membrane receptor  7tm1  peptide  short peptide  endothelin receptor
501	1253.0	Neurokinin receptor	5	membrane receptor  7tm1  peptide  short peptide  neurokinin receptor
502	1253.0	Neuromedin receptor	5	membrane receptor  7tm1  peptide  short peptide  neuromedin receptor
503	1278.0	Corticotropin releasing factor receptor	5	membrane receptor  7tm2  peptide  corticotropin releasing factor receptor  corticotropin releasing factor receptor
504	1251.0	Gastric inhibitory polypeptide receptor	5	membrane receptor  7tm2  peptide  glucagon-like  gastric inhibitory polypeptide receptor
506	1082.0	N-formyl methionyl peptide receptor	4	membrane receptor  7tm1  peptide  n-formyl methionyl peptide receptor
507	1253.0	Angiotensin receptor	5	membrane receptor  7tm1  peptide  short peptide  angiotensin receptor
508	1253.0	GRP-related receptor	5	membrane receptor  7tm1  peptide  short peptide  grp-related receptor
509	1253.0	Neurotensin receptor	5	membrane receptor  7tm1  peptide  short peptide  neurotensin receptor
510	1256.0	Calcitonin gene-related peptide receptor	5	membrane receptor  7tm2  peptide  calcitonin-like  calcitonin gene-related peptide receptor
515	1253.0	Melanocortin receptor	5	membrane receptor  7tm1  peptide  short peptide  melanocortin receptor
516	1253.0	Neuropeptide receptor	5	membrane receptor  7tm1  peptide  short peptide  neuropeptide receptor
517	1253.0	Somatostatin receptor	5	membrane receptor  7tm1  peptide  short peptide  somatostatin receptor
518	1251.0	Growth hormone-releasing hormone receptor	5	membrane receptor  7tm2  peptide  glucagon-like  growth hormone-releasing hormone receptor
528	1269.0	Anaphylatoxin receptor	5	membrane receptor  7tm1  peptide  anaphylatoxin receptor  anaphylatoxin
533	1253.0	Adrenomedullin receptor	5	membrane receptor  7tm1  peptide  short peptide  adrenomedullin receptor
534	1253.0	Neuropeptide Y receptor	5	membrane receptor  7tm1  peptide  short peptide  neuropeptide y receptor
535	1266.0	Dopamine receptor	5	membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor
540	1253.0	Cholecystokinin receptor	5	membrane receptor  7tm1  peptide  short peptide  cholecystokinin receptor
541	1266.0	Histamine receptor	5	membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor
542	1266.0	Serotonin receptor	5	membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor
544	1266.0	Adrenergic receptor	5	membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor
547	1265.0	CC chemokine receptor	5	membrane receptor  7tm1  peptide  chemokine receptor  cc chemokine receptor
548	1265.0	XC chemokine receptor	5	membrane receptor  7tm1  peptide  chemokine receptor  xc chemokine receptor
549	1273.0	EDG receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  edg receptor
550	1266.0	Trace amine receptor	5	membrane receptor  7tm1  smallmol  monoamine receptor  trace amine receptor
551	1267.0	Melatonin receptor	5	membrane receptor  7tm1  smallmol  monoamine-derivative  melatonin receptor
554	1265.0	CXC chemokine receptor	5	membrane receptor  7tm1  peptide  chemokine receptor  cxc chemokine receptor
555	1270.0	Chemerin receptor	5	membrane receptor  7tm1  peptide  chemokine receptor-like  chemerin receptor
556	1272.0	Purine receptor	5	membrane receptor  7tm1  smallmol  nucleotide-like receptor  purine receptor
558	1265.0	CX3C chemokine receptor	5	membrane receptor  7tm1  peptide  chemokine receptor  cx3c chemokine receptor
559	1266.0	Acetylcholine receptor	5	membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor
561	1268.0	Glycohormone receptor	5	membrane receptor  7tm1  peptide  glycohormone receptor  glycohormone receptor
562	1253.0	Vasopressin and oxytocin receptor	5	membrane receptor  7tm1  peptide  short peptide  vasopressin and oxytocin receptor
563	1272.0	Adenosine receptor	5	membrane receptor  7tm1  smallmol  nucleotide-like receptor  adenosine receptor
565	1273.0	Prostanoid receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  prostanoid receptor
566	1273.0	Cannabinoid receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  cannabinoid receptor
567	1273.0	Leukotriene receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  leukotriene receptor
568	1272.0	Nicotinic acid receptor	5	membrane receptor  7tm1  smallmol  nucleotide-like receptor  nicotinic acid receptor
569	1272.0	Nucleotide-like receptor	5	membrane receptor  7tm1  smallmol  nucleotide-like receptor  nucleotide-like receptor
570	1273.0	Free fatty acid receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  free fatty acid receptor
571	1274.0	Protease-activated receptor	5	membrane receptor  7tm1  peptide  protease-activated receptor  protease-activated receptor
573	1273.0	Steroid-like ligand receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  steroid-like ligand receptor
574	506.0	N-formyl methionyl peptide receptor	5	membrane receptor  7tm1  peptide  n-formyl methionyl peptide receptor  n-formyl methionyl peptide receptor
581	1156.0	Nuclear hormone receptor subfamily 1 group D member 1	5	transcription factor  nuclear receptor  nr1  nr1d  nr1d1
582	1156.0	Nuclear hormone receptor subfamily 1 group D member 2	5	transcription factor  nuclear receptor  nr1  nr1d  nr1d2
583	1157.0	Nuclear hormone receptor subfamily 1 group F member 1	5	transcription factor  nuclear receptor  nr1  nr1f  nr1f1
584	1157.0	Nuclear hormone receptor subfamily 1 group F member 3	5	transcription factor  nuclear receptor  nr1  nr1f  nr1f3
586	1160.0	Nuclear hormone receptor subfamily 2 group A member 2	5	transcription factor  nuclear receptor  nr2  nr2a  nr2a2
587	1162.0	Nuclear hormone receptor subfamily 2 group C member 1	5	transcription factor  nuclear receptor  nr2  nr2c  nr2c1
588	1162.0	Nuclear hormone receptor subfamily 2 group C member 2	5	transcription factor  nuclear receptor  nr2  nr2c  nr2c2
589	1163.0	Nuclear hormone receptor subfamily 2 group E member 1	5	transcription factor  nuclear receptor  nr2  nr2e  nr2e1
590	1164.0	Nuclear hormone receptor subfamily 2 group F member 1	5	transcription factor  nuclear receptor  nr2  nr2f  nr2f1
591	1164.0	Nuclear hormone receptor subfamily 2 group F member 2	5	transcription factor  nuclear receptor  nr2  nr2f  nr2f2
592	1164.0	Nuclear hormone receptor subfamily 2 group F member 6	5	transcription factor  nuclear receptor  nr2  nr2f  nr2f6
593	1168.0	Nuclear hormone receptor subfamily 4 group A member 1	5	transcription factor  nuclear receptor  nr4  nr4a  nr4a1
594	1168.0	Nuclear hormone receptor subfamily 4 group A member 2	5	transcription factor  nuclear receptor  nr4  nr4a  nr4a2
595	1168.0	Nuclear hormone receptor subfamily 4 group A member 3	5	transcription factor  nuclear receptor  nr4  nr4a  nr4a3
596	1170.0	Nuclear hormone receptor subfamily 6 group A member 1	5	transcription factor  nuclear receptor  nr6  nr6a  nr6a1
597	1152.0	Nuclear hormone receptor subfamily 0 group B member 1	5	transcription factor  nuclear receptor  nr0  nr0b  nr0b1
598	1152.0	Nuclear hormone receptor subfamily 0 group B member 2	5	transcription factor  nuclear receptor  nr0  nr0b  nr0b2
601	0.0	Unclassified protein	1	unclassified
603	616.0	Hydroxycarboxylic acid receptor	5	membrane receptor  7tm1  smallmol  carboxylic acid  hydroxycarboxylic acid receptor
604	616.0	Kynurenic acid receptor	5	membrane receptor  7tm1  smallmol  carboxylic acid  kynurenic acid receptor
605	616.0	Succinate receptor	5	membrane receptor  7tm1  smallmol  carboxylic acid  succinate receptor
606	1273.0	Lysophosphatidylinositol receptor	5	membrane receptor  7tm1  smallmol  lipid-like ligand receptor  lysophosphatidylinositol receptor
607	1253.0	Neuromedin U receptor	5	membrane receptor  7tm1  peptide  short peptide  neuromedin u receptor
608	1253.0	Prolactin-releasing peptide receptor	5	membrane receptor  7tm1  peptide  short peptide  prolactin-releasing peptide receptor
609	617.0	Prokineticin receptor	5	membrane receptor  7tm1  peptide  peptide growth factor  prokineticin receptor
610	618.0	Relaxin receptor	5	membrane receptor  7tm1  peptide  relaxin-like peptide  relaxin
611	621.0	Rhodopsin	4	membrane receptor  7tm1  opsin  rhodopsin
612	619.0	Smoothened receptor (frizzled family GPCR)	3	membrane receptor  7tmfz  smoothened
613	1022.0	Taste receptor (family C GPCR)	3	membrane receptor  7tm3  taste receptor
614	620.0	Taste receptor (taste family GPCR)	3	membrane receptor  7tmtas2r  taste receptor
615	616.0	Oxoglutarate receptor	5	membrane receptor  7tm1  smallmol  carboxylic acid  oxoglutarate receptor
616	1088.0	Carboxylic acid receptor	4	membrane receptor  7tm1  smallmol  carboxylic acid
617	1082.0	Peptide growth factor receptor (family A GPCR)	4	membrane receptor  7tm1  peptide  peptide growth factor
618	1082.0	Relaxin-like peptide receptor (family A GPCR)	4	membrane receptor  7tm1  peptide  relaxin-like peptide
619	11.0	Frizzled family G protein-coupled receptor	2	membrane receptor  7tmfz
620	11.0	Taste family G protein-coupled receptor	2	membrane receptor  7tmtas2r
621	1020.0	Opsin	3	membrane receptor  7tm1  opsin
643	1.0	Transferase	2	enzyme  transferase
644	1.0	Isomerase	2	enzyme  isomerase
645	1.0	Ligase	2	enzyme  ligase
646	1.0	Hydrolase	2	enzyme  hydrolase
647	667.0	Two-pore domain potassium channel	4	ion channel  vgc  k  k2p
648	1.0	Lyase	2	enzyme  lyase
649	11.0	Toll-like and Il-1 receptors	2	membrane receptor  toll-like and il-1
663	1024.0	Glutamate-gated chloride channel (invertebrate)	3	ion channel  lgic  glut (invertebrate)
664	1053.0	Ionotropic glutamate receptor-like	4	ion channel  lgic  glut  grinl
665	1024.0	Zinc-activated channel	3	ion channel  lgic  zac
666	1019.0	CatSper and Two-Pore channels	3	ion channel  vgc  catsper
667	1019.0	Potassium channels	3	ion channel  vgc  k
668	667.0	Calcium-activated potassium channel	4	ion channel  vgc  k  ca act k
669	1019.0	Voltage-gated proton channel	3	ion channel  vgc  vg h
670	1005.0	Other ion channel	2	ion channel  other
671	670.0	Aquaporin	3	ion channel  other  aquaporin
672	671.0	Aquaglyceroporin	4	ion channel  other  aquaporin  aquaglyceroporin
673	671.0	Aquaporin 8	4	ion channel  other  aquaporin  aquaporin 8
674	671.0	Unorthodox aquaporin	4	ion channel  other  aquaporin  unorthodox
675	671.0	Water-specific aquaporin	4	ion channel  other  aquaporin  water-specific
676	670.0	Chloride channel	3	ion channel  other  chloride
677	676.0	Calcium-activated chloride channel	4	ion channel  other  chloride  ca act cl
678	676.0	ClC chloride channel	4	ion channel  other  chloride  clc
679	676.0	Epithelial chloride channel	4	ion channel  other  chloride  e-clc
680	676.0	Intracellular chloride channel	4	ion channel  other  chloride  clic
681	670.0	Gap junction protein	3	ion channel  other  gap
682	681.0	Gap junction protein alpha	4	ion channel  other  gap  gap junction protein alpha
683	681.0	Gap junction protein beta	4	ion channel  other  gap  gap junction protein beta
684	681.0	Gap junction protein delta	4	ion channel  other  gap  gap junction protein delta
685	681.0	Gap junction protein epsilon	4	ion channel  other  gap  gap junction protein epsilon
686	681.0	Gap junction protein gamma	4	ion channel  other  gap  gap junction protein gamma
687	681.0	Pannexin	4	ion channel  other  gap  pannexin
688	670.0	Annexin	3	ion channel  other  annexin
689	1032.0	SLC superfamily of solute carriers	3	transporter  electrochemical  slc
690	689.0	SLC01 family of amino acid transporters	4	transporter  electrochemical  slc  slc01
691	689.0	SLC02 family of hexose and sugar alcohol transporters	4	transporter  electrochemical  slc  slc02
692	689.0	SLC03 and SLC07 families of heteromeric amino acid transporters (HATs)	4	transporter  electrochemical  slc  slc03 and slc07
693	689.0	SLC04 family of bicarbonate transporters	4	transporter  electrochemical  slc  slc04
694	689.0	SLC05 family of sodium-dependent glucose transporters	4	transporter  electrochemical  slc  slc05
695	689.0	SLC06 neurotransmitter transporter family	4	transporter  electrochemical  slc  slc06
696	689.0	SLC08 family of sodium/calcium exchangers	4	transporter  electrochemical  slc  slc08
697	689.0	SLC09 family of sodium/hydrogen exchangers	4	transporter  electrochemical  slc  slc09
698	689.0	SLC10 family of sodium-bile acid co-transporters	4	transporter  electrochemical  slc  slc10
699	689.0	SLC11 family of proton-coupled metal ion transporters	4	transporter  electrochemical  slc  slc11
700	689.0	SLC12 family of cation-coupled chloride transporters	4	transporter  electrochemical  slc  slc12
701	689.0	SLC13 family of sodium-dependent sulphate/carboxylate transporters	4	transporter  electrochemical  slc  slc13
702	689.0	SLC14 family of facilitative urea transporters	4	transporter  electrochemical  slc  slc14
703	689.0	SLC15 family of peptide transporters	4	transporter  electrochemical  slc  slc15
704	689.0	SLC16 family of monocarboxylate transporters	4	transporter  electrochemical  slc  slc16
705	689.0	SLC17 phosphate and organic anion transporter family	4	transporter  electrochemical  slc  slc17
706	689.0	SLC18 family of vesicular amine transporters	4	transporter  electrochemical  slc  slc18
707	689.0	SLC19 family of vitamin transporters	4	transporter  electrochemical  slc  slc19
708	689.0	SLC20 family of sodium-dependent phosphate transporters	4	transporter  electrochemical  slc  slc20
709	689.0	SLC21/SLCO family of organic anion transporting polypeptides	4	transporter  electrochemical  slc  slc21
710	689.0	SLC22 family of organic cation and anion transporters	4	transporter  electrochemical  slc  slc22
711	689.0	SLC23 family of ascorbic acid transporters	4	transporter  electrochemical  slc  slc23
712	689.0	SLC24 family of sodium/potassium/calcium exchangers	4	transporter  electrochemical  slc  slc24
713	689.0	SLC25 family of mitochondrial transporters	4	transporter  electrochemical  slc  slc25
714	689.0	SLC26 family of anion exchangers	4	transporter  electrochemical  slc  slc26
715	689.0	SLC27 family of fatty acid transporters	4	transporter  electrochemical  slc  slc27
716	689.0	SLC28 and SLC29 families of nucleoside transporters	4	transporter  electrochemical  slc  slc28 and slc29
717	689.0	SLC30 zinc transporter family	4	transporter  electrochemical  slc  slc30
718	689.0	SLC31 family of copper transporters	4	transporter  electrochemical  slc  slc31
719	689.0	SLC32 vesicular inhibitory amino acid transporter	4	transporter  electrochemical  slc  slc32
720	689.0	SLC33 acetylCoA transporter	4	transporter  electrochemical  slc  slc33
721	689.0	SLC34 family of sodium phosphate co-transporters	4	transporter  electrochemical  slc  slc34
722	689.0	SLC35 family of nucleotide sugar transporters	4	transporter  electrochemical  slc  slc35
723	689.0	SLC36 family of proton-coupled amino acid transporters	4	transporter  electrochemical  slc  slc36
724	689.0	SLC37 family of phosphosugar/phosphate exchangers	4	transporter  electrochemical  slc  slc37
725	689.0	SLC38 family of sodium-dependent neutral amino acid transporters	4	transporter  electrochemical  slc  slc38
726	689.0	SLC39 family of metal ion transporters	4	transporter  electrochemical  slc  slc39
727	689.0	SLC40 iron transporter	4	transporter  electrochemical  slc  slc40
728	689.0	SLC41 family of divalent cation transporters	4	transporter  electrochemical  slc  slc41
729	689.0	SLC42 Rh ammonium transporter	4	transporter  electrochemical  slc  slc42
730	689.0	SLC43 family of large neutral amino acid transporters	4	transporter  electrochemical  slc  slc43
731	689.0	SLC44 choline transporter-like family	4	transporter  electrochemical  slc  slc44
732	689.0	SLC45 family of putative sugar transporters	4	transporter  electrochemical  slc  slc45
733	689.0	SLC46 family of folate transporters	4	transporter  electrochemical  slc  slc46
734	689.0	SLC47 family of multidrug and toxin extrusion transporters	4	transporter  electrochemical  slc  slc47
735	689.0	SLC48 haem transporter	4	transporter  electrochemical  slc  slc48
736	689.0	SLC49 family of FLVCR-related haem transporters	4	transporter  electrochemical  slc  slc49
737	689.0	SLC50 sugar transporter	4	transporter  electrochemical  slc  slc50
738	689.0	SLC51 family of steroid-derived molecule transporters	4	transporter  electrochemical  slc  slc51
739	689.0	SLC52 family of riboflavin transporters	4	transporter  electrochemical  slc  slc52
740	692.0	SLC03 Heavy subunits of the heteromeric amino acid transporters	5	transporter  electrochemical  slc  slc03 and slc07  slc03
741	692.0	SLC07 Cationic amino acid transporter/glycoprotein-associated family	5	transporter  electrochemical  slc  slc03 and slc07  slc07
742	716.0	SLC28 Na+-coupled nucleoside transport family	5	transporter  electrochemical  slc  slc28 and slc29  slc28
743	716.0	SLC29 Facilitative nucleoside transporter family	5	transporter  electrochemical  slc  slc28 and slc29  slc29
744	1027.0	Oxidoreduction-driven transporters	3	transporter  ntpase  oxidoreduction
745	1027.0	F-type and V-type ATPases	3	transporter  ntpase  f-type and v-type
746	1104.0	ABCA subfamily	4	transporter  ntpase  atp binding cassette  abca
747	1104.0	ABCD subfamily	4	transporter  ntpase  atp binding cassette  abcd
748	1104.0	ABCE subfamily	4	transporter  ntpase  atp binding cassette  abce
749	1104.0	ABCF subfamily	4	transporter  ntpase  atp binding cassette  abcf
750	1104.0	ABCG subfamily	4	transporter  ntpase  atp binding cassette  abcg
751	1098.0	Copper ATPase	4	transporter  ntpase  p-type atpase  cu atpase
752	1098.0	Phospholipid-transporting ATPase	4	transporter  ntpase  p-type atpase  phospholipid atpase
753	1098.0	Probable cation-transporting ATPase (V subfamily)	4	transporter  ntpase  p-type atpase  cation atpase
754	1006.0	Group translocator	2	transporter  group translocator
763	670.0	Miscellaneous ion channel	3	ion channel  other  misc
764	763.0	Sodium leak channel, non-selective	4	ion channel  other  misc  sodium-leak
765	763.0	Anion channel tweety family	4	ion channel  other  misc  tweety
766	763.0	Anion channel-forming bestrophin family	4	ion channel  other  misc  bestrophin
767	763.0	Bcl-2 family	4	ion channel  other  misc  bcl-2
768	763.0	Ca2+ release-activated Ca2+ channel family	4	ion channel  other  misc  crac-c
769	763.0	Calcium homeostasis modulator Ca2+ channel family	4	ion channel  other  misc  calhm-c
770	763.0	CD20 Ca2+ channel family	4	ion channel  other  misc  cd20
771	763.0	Cholesterol uptake protein and double stranded RNA uptake family	4	ion channel  other  misc  chup dsrna
772	763.0	CorA metal ion transporter family	4	ion channel  other  misc  mit
773	763.0	Golgi pH regulator family	4	ion channel  other  misc  gphr
774	763.0	Homotrimeric cation channel family	4	ion channel  other  misc  tric
776	763.0	Membrane Mg2+ transporter family	4	ion channel  other  misc  mmgt
777	763.0	Mechanical nociceptor piezo family	4	ion channel  other  misc  piezo
778	763.0	Mg2+/Ca2+ uniporter family	4	ion channel  other  misc  mcu
780	763.0	Mitochondrial EF hand Ca2+ uptake porter/regulator family	4	ion channel  other  misc  micu
781	763.0	Non-selective cation channel-2 family	4	ion channel  other  misc  nscc2
782	763.0	Plasmolipin family	4	ion channel  other  misc  plasmolipin
783	763.0	Presenilin ER Ca2+ leak channel family	4	ion channel  other  misc  presenilin
784	763.0	Synaptic vesicle-associated Ca2+ channel flower family	4	ion channel  other  misc  flower
785	763.0	Testis-enhanced gene transfer family	4	ion channel  other  misc  tegt
